"Var1","Freq"
"E02001796",61
"E02001797",62
"E02001798",66
"E02001799",49
"E02001800",37
"E02001801",25
"E02001802",52
"E02001803",90
"E02001804",30
"E02001805",40
"E02001806",65
"E02001807",44
"E02001808",23
"E02001809",33
"E02001810",41
"E02001811",60
"E02001812",61
"E02001813",54
"E02001814",56
"E02001815",67
"E02001816",39
"E02001817",30
"E02001818",61
"E02001819",43
"E02001820",41
"E02001821",15
"E02001822",73
"E02001823",51
"E02001824",60
"E02001825",65
"E02001826",57
"E02001827",29
"E02001828",41
"E02001829",13
"E02001830",41
"E02001831",37
"E02001832",34
"E02001833",39
"E02001834",28
"E02001835",39
"E02001836",37
"E02001837",29
"E02001838",26
"E02001839",39
"E02001840",41
"E02001841",16
"E02001842",16
"E02001843",22
"E02001844",38
"E02001845",18
"E02001846",35
"E02001847",38
"E02001848",31
"E02001849",44
"E02001850",30
"E02001851",47
"E02001852",23
"E02001854",50
"E02001855",47
"E02001856",16
"E02001857",47
"E02001858",25
"E02001859",42
"E02001860",17
"E02001861",9
"E02001862",21
"E02001863",30
"E02001864",20
"E02001865",28
"E02001866",19
"E02001867",29
"E02001868",30
"E02001869",52
"E02001870",27
"E02001871",32
"E02001872",39
"E02001873",33
"E02001874",20
"E02001875",40
"E02001876",114
"E02001877",21
"E02001878",38
"E02001879",37
"E02001880",27
"E02001881",22
"E02001882",17
"E02001883",44
"E02001884",17
"E02001886",36
"E02001888",26
"E02001889",25
"E02001890",43
"E02001892",44
"E02001893",34
"E02001895",51
"E02001896",27
"E02001897",31
"E02001898",19
"E02001899",35
"E02001900",36
"E02001901",29
"E02001902",24
"E02001903",23
"E02001904",36
"E02001905",66
"E02001906",46
"E02001907",46
"E02001908",12
"E02001909",13
"E02001910",11
"E02001911",34
"E02001913",54
"E02001914",14
"E02001915",40
"E02001916",37
"E02001918",27
"E02001919",19
"E02001920",34
"E02001921",35
"E02001922",39
"E02001923",41
"E02001924",18
"E02001925",41
"E02001926",22
"E02001927",45
"E02001928",24
"E02001929",43
"E02001930",23
"E02001931",28
"E02001932",43
"E02001933",30
"E02001934",30
"E02001935",31
"E02001936",26
"E02001937",31
"E02001938",37
"E02001939",22
"E02001941",25
"E02001942",24
"E02001943",20
"E02001944",29
"E02001945",32
"E02001946",40
"E02001947",19
"E02001948",23
"E02001949",30
"E02001950",29
"E02001951",43
"E02001952",48
"E02001953",30
"E02001954",46
"E02001955",46
"E02001956",28
"E02001957",32
"E02001958",35
"E02001959",35
"E02001961",37
"E02001962",25
"E02001963",36
"E02001964",49
"E02001965",38
"E02001966",15
"E02001967",35
"E02001968",26
"E02001969",32
"E02001970",18
"E02001971",30
"E02001972",27
"E02001973",31
"E02001974",35
"E02001975",22
"E02001976",48
"E02001977",27
"E02001978",22
"E02001979",14
"E02001980",38
"E02001981",33
"E02001982",43
"E02001983",47
"E02001984",27
"E02001985",37
"E02001986",38
"E02001987",29
"E02001988",93
"E02001989",23
"E02001990",42
"E02001991",53
"E02001992",45
"E02001993",78
"E02001994",52
"E02001995",47
"E02001996",35
"E02001997",60
"E02001998",35
"E02001999",76
"E02002000",44
"E02002001",24
"E02002002",32
"E02002003",49
"E02002004",33
"E02002005",66
"E02002006",27
"E02002007",44
"E02002008",43
"E02002009",23
"E02002010",59
"E02002011",31
"E02002012",59
"E02002013",12
"E02002014",39
"E02002015",29
"E02002016",42
"E02002017",37
"E02002018",31
"E02002019",40
"E02002020",39
"E02002021",58
"E02002022",40
"E02002023",12
"E02002024",38
"E02002025",34
"E02002026",24
"E02002027",12
"E02002028",20
"E02002029",38
"E02002030",36
"E02002031",26
"E02002032",52
"E02002033",58
"E02002034",29
"E02002035",22
"E02002036",30
"E02002037",25
"E02002038",35
"E02002039",32
"E02002040",32
"E02002041",28
"E02002042",45
"E02002043",34
"E02002044",19
"E02002045",25
"E02002046",14
"E02002047",52
"E02002048",21
"E02002049",17
"E02002051",29
"E02002052",49
"E02002053",16
"E02002054",13
"E02002055",52
"E02002056",44
"E02002057",39
"E02002058",45
"E02002059",37
"E02002060",41
"E02002061",40
"E02002062",36
"E02002063",58
"E02002064",39
"E02002065",69
"E02002066",59
"E02002067",28
"E02002068",64
"E02002069",28
"E02002070",30
"E02002071",37
"E02002072",44
"E02002073",48
"E02002074",49
"E02002075",36
"E02002076",57
"E02002077",64
"E02002078",35
"E02002079",46
"E02002080",36
"E02002081",31
"E02002082",15
"E02002083",23
"E02002084",37
"E02002085",27
"E02002086",48
"E02002087",19
"E02002088",37
"E02002089",75
"E02002090",31
"E02002091",17
"E02002092",46
"E02002093",34
"E02002094",16
"E02002095",46
"E02002096",31
"E02002097",52
"E02002098",31
"E02002099",57
"E02002101",24
"E02002102",42
"E02002103",18
"E02002104",21
"E02002105",47
"E02002106",25
"E02002107",31
"E02002108",38
"E02002109",42
"E02002110",50
"E02002111",21
"E02002112",25
"E02002113",40
"E02002114",23
"E02002115",46
"E02002116",28
"E02002117",27
"E02002118",27
"E02002119",40
"E02002120",29
"E02002121",33
"E02002122",28
"E02002123",20
"E02002124",66
"E02002125",47
"E02002126",31
"E02002127",50
"E02002128",29
"E02002129",21
"E02002130",31
"E02002131",64
"E02002132",33
"E02002133",36
"E02002134",38
"E02002135",49
"E02002136",34
"E02002137",32
"E02002138",43
"E02002139",61
"E02002140",35
"E02002141",30
"E02002142",31
"E02002143",35
"E02002144",41
"E02002145",35
"E02002146",32
"E02002147",34
"E02002148",67
"E02002149",64
"E02002150",29
"E02002151",20
"E02002152",21
"E02002153",16
"E02002154",27
"E02002155",26
"E02002156",37
"E02002157",38
"E02002158",30
"E02002159",19
"E02002160",37
"E02002161",37
"E02002162",44
"E02002163",39
"E02002164",25
"E02002165",33
"E02002166",33
"E02002167",28
"E02002168",121
"E02002169",41
"E02002170",30
"E02002171",33
"E02002174",24
"E02002175",33
"E02002176",21
"E02002177",46
"E02002178",39
"E02002179",30
"E02002180",28
"E02002181",42
"E02002182",36
"E02002183",42
"E02002184",52
"E02002185",27
"E02002186",67
"E02002187",31
"E02002188",40
"E02002189",42
"E02002190",83
"E02002191",48
"E02002192",30
"E02002193",59
"E02002194",45
"E02002195",22
"E02002196",35
"E02002197",54
"E02002198",65
"E02002199",38
"E02002200",54
"E02002201",62
"E02002202",57
"E02002203",51
"E02002204",65
"E02002205",86
"E02002206",51
"E02002207",26
"E02002208",47
"E02002209",36
"E02002210",39
"E02002211",24
"E02002212",27
"E02002213",55
"E02002214",31
"E02002215",30
"E02002216",37
"E02002217",43
"E02002218",48
"E02002219",16
"E02002220",35
"E02002221",126
"E02002222",33
"E02002223",44
"E02002224",26
"E02002225",52
"E02002226",59
"E02002227",38
"E02002228",48
"E02002229",28
"E02002230",50
"E02002231",46
"E02002232",21
"E02002233",27
"E02002234",35
"E02002235",35
"E02002236",41
"E02002237",46
"E02002238",32
"E02002239",58
"E02002240",49
"E02002241",57
"E02002242",39
"E02002243",66
"E02002244",87
"E02002245",59
"E02002246",93
"E02002247",117
"E02002248",86
"E02002249",42
"E02002250",115
"E02002251",113
"E02002252",64
"E02002253",63
"E02002254",49
"E02002255",59
"E02002256",101
"E02002257",35
"E02002258",81
"E02002259",67
"E02002260",76
"E02002261",71
"E02002262",83
"E02002263",87
"E02002264",72
"E02002265",72
"E02002266",29
"E02002267",70
"E02002268",109
"E02002269",108
"E02002270",130
"E02002271",55
"E02002272",72
"E02002273",58
"E02002274",48
"E02002275",46
"E02002276",55
"E02002277",44
"E02002278",52
"E02002279",50
"E02002280",46
"E02002281",56
"E02002282",27
"E02002283",41
"E02002284",42
"E02002285",74
"E02002286",30
"E02002287",49
"E02002288",47
"E02002289",32
"E02002290",25
"E02002291",38
"E02002292",54
"E02002293",29
"E02002294",47
"E02002295",50
"E02002296",40
"E02002297",39
"E02002298",47
"E02002299",86
"E02002300",44
"E02002301",41
"E02002302",38
"E02002303",43
"E02002304",40
"E02002305",41
"E02002306",59
"E02002307",51
"E02002308",44
"E02002309",48
"E02002310",20
"E02002311",41
"E02002312",69
"E02002313",40
"E02002314",37
"E02002315",67
"E02002316",59
"E02002317",36
"E02002318",67
"E02002319",65
"E02002320",48
"E02002321",86
"E02002322",78
"E02002323",73
"E02002324",45
"E02002325",64
"E02002326",62
"E02002327",108
"E02002328",53
"E02002329",94
"E02002330",25
"E02002331",55
"E02002332",24
"E02002333",57
"E02002334",45
"E02002335",60
"E02002336",72
"E02002337",33
"E02002338",32
"E02002339",26
"E02002340",22
"E02002341",38
"E02002342",19
"E02002343",31
"E02002344",28
"E02002345",25
"E02002346",34
"E02002347",36
"E02002348",42
"E02002349",33
"E02002350",28
"E02002351",62
"E02002352",34
"E02002353",14
"E02002354",49
"E02002356",53
"E02002357",53
"E02002358",56
"E02002359",45
"E02002360",26
"E02002361",33
"E02002362",51
"E02002363",23
"E02002364",50
"E02002366",29
"E02002367",28
"E02002368",44
"E02002369",33
"E02002370",31
"E02002371",31
"E02002373",16
"E02002374",38
"E02002375",42
"E02002376",21
"E02002377",15
"E02002379",29
"E02002380",33
"E02002381",35
"E02002382",13
"E02002383",15
"E02002384",72
"E02002385",26
"E02002386",62
"E02002387",33
"E02002388",29
"E02002389",40
"E02002390",26
"E02002391",30
"E02002392",43
"E02002393",41
"E02002394",25
"E02002395",34
"E02002396",44
"E02002397",38
"E02002398",39
"E02002399",58
"E02002400",50
"E02002401",27
"E02002402",46
"E02002403",50
"E02002404",52
"E02002405",49
"E02002406",25
"E02002407",51
"E02002408",60
"E02002409",67
"E02002410",36
"E02002411",39
"E02002412",48
"E02002414",21
"E02002415",11
"E02002416",73
"E02002417",54
"E02002418",31
"E02002419",60
"E02002420",30
"E02002421",40
"E02002422",28
"E02002423",27
"E02002424",45
"E02002425",69
"E02002426",45
"E02002427",46
"E02002428",62
"E02002429",59
"E02002430",43
"E02002431",32
"E02002432",70
"E02002433",53
"E02002434",55
"E02002435",65
"E02002436",62
"E02002437",33
"E02002438",55
"E02002439",51
"E02002440",39
"E02002441",53
"E02002442",55
"E02002443",43
"E02002444",72
"E02002445",45
"E02002446",39
"E02002447",50
"E02002448",46
"E02002449",39
"E02002450",48
"E02002451",64
"E02002452",65
"E02002453",84
"E02002454",67
"E02002455",46
"E02002456",43
"E02002457",43
"E02002458",57
"E02002459",65
"E02002460",41
"E02002461",91
"E02002462",46
"E02002463",47
"E02002464",53
"E02002465",51
"E02002466",48
"E02002467",47
"E02002468",32
"E02002469",58
"E02002470",24
"E02002471",96
"E02002472",55
"E02002473",59
"E02002474",46
"E02002475",69
"E02002476",32
"E02002477",48
"E02002478",41
"E02002479",35
"E02002480",31
"E02002481",43
"E02002482",33
"E02002483",59
"E02002484",75
"E02002485",59
"E02002487",42
"E02002488",55
"E02002489",79
"E02002490",27
"E02002491",46
"E02002492",62
"E02002493",75
"E02002494",48
"E02002496",131
"E02002497",36
"E02002498",24
"E02002499",41
"E02002500",24
"E02002501",28
"E02002502",44
"E02002503",29
"E02002504",67
"E02002505",17
"E02002506",44
"E02002507",20
"E02002508",27
"E02002509",24
"E02002510",25
"E02002512",19
"E02002513",58
"E02002514",47
"E02002515",28
"E02002516",25
"E02002517",60
"E02002518",66
"E02002519",32
"E02002520",40
"E02002521",25
"E02002523",32
"E02002524",30
"E02002525",33
"E02002526",51
"E02002527",38
"E02002529",21
"E02002530",62
"E02002532",59
"E02002533",23
"E02002534",79
"E02002535",52
"E02002536",71
"E02002537",96
"E02002538",60
"E02002539",68
"E02002540",29
"E02002541",33
"E02002542",63
"E02002543",56
"E02002544",52
"E02002545",26
"E02002546",40
"E02002547",28
"E02002548",145
"E02002549",30
"E02002550",31
"E02002551",59
"E02002552",33
"E02002553",31
"E02002554",28
"E02002555",37
"E02002556",47
"E02002557",45
"E02002558",64
"E02002559",123
"E02002560",36
"E02002561",26
"E02002562",31
"E02002563",30
"E02002564",61
"E02002565",19
"E02002566",81
"E02002567",70
"E02002568",35
"E02002569",82
"E02002570",30
"E02002571",35
"E02002572",32
"E02002573",66
"E02002574",40
"E02002575",13
"E02002576",44
"E02002577",31
"E02002578",33
"E02002579",29
"E02002580",54
"E02002581",49
"E02002582",83
"E02002583",38
"E02002584",31
"E02002585",79
"E02002586",47
"E02002587",16
"E02002588",20
"E02002589",38
"E02002590",56
"E02002591",31
"E02002592",71
"E02002593",32
"E02002594",22
"E02002595",24
"E02002596",45
"E02002597",30
"E02002598",61
"E02002599",41
"E02002600",48
"E02002601",29
"E02002602",35
"E02002603",23
"E02002604",24
"E02002605",27
"E02002606",43
"E02002607",77
"E02002608",35
"E02002609",31
"E02002610",45
"E02002611",29
"E02002612",49
"E02002613",56
"E02002614",20
"E02002615",76
"E02002616",43
"E02002617",35
"E02002618",27
"E02002619",32
"E02002620",104
"E02002621",29
"E02002622",74
"E02002623",74
"E02002624",47
"E02002625",101
"E02002626",41
"E02002627",37
"E02002628",33
"E02002629",36
"E02002630",51
"E02002631",68
"E02002632",103
"E02002633",58
"E02002634",62
"E02002635",44
"E02002636",29
"E02002637",22
"E02002638",58
"E02002639",32
"E02002640",18
"E02002641",45
"E02002642",70
"E02002643",17
"E02002644",50
"E02002645",46
"E02002646",60
"E02002647",31
"E02002648",25
"E02002649",50
"E02002650",50
"E02002651",39
"E02002652",90
"E02002653",50
"E02002654",22
"E02002655",51
"E02002656",15
"E02002657",35
"E02002658",36
"E02002659",53
"E02002660",40
"E02002661",30
"E02002662",53
"E02002663",38
"E02002664",39
"E02002665",41
"E02002666",29
"E02002667",58
"E02002668",58
"E02002669",12
"E02002670",28
"E02002671",88
"E02002672",37
"E02002673",19
"E02002674",21
"E02002675",27
"E02002676",28
"E02002677",81
"E02002678",22
"E02002679",36
"E02002680",147
"E02002681",58
"E02002682",39
"E02002684",32
"E02002685",59
"E02002686",37
"E02002687",25
"E02002688",23
"E02002689",56
"E02002691",39
"E02002692",33
"E02002693",53
"E02002694",45
"E02002695",51
"E02002696",35
"E02002697",56
"E02002698",22
"E02002699",34
"E02002700",11
"E02002701",48
"E02002702",32
"E02002703",44
"E02002704",49
"E02002705",62
"E02002706",42
"E02002707",32
"E02002708",30
"E02002709",40
"E02002710",45
"E02002711",49
"E02002712",38
"E02002714",31
"E02002715",41
"E02002716",36
"E02002717",29
"E02002718",45
"E02002719",39
"E02002720",16
"E02002721",48
"E02002722",68
"E02002723",44
"E02002724",21
"E02002725",48
"E02002726",44
"E02002727",40
"E02002728",53
"E02002729",34
"E02002730",11
"E02002731",13
"E02002732",57
"E02002733",33
"E02002734",22
"E02002735",28
"E02002736",15
"E02002737",34
"E02002738",32
"E02002739",29
"E02002740",37
"E02002741",31
"E02002742",31
"E02002743",46
"E02002744",31
"E02002745",47
"E02002746",43
"E02002747",51
"E02002748",39
"E02002749",31
"E02002750",20
"E02002751",54
"E02002752",67
"E02002753",68
"E02002754",75
"E02002755",43
"E02002756",33
"E02002757",40
"E02002758",41
"E02002759",73
"E02002760",48
"E02002761",57
"E02002762",43
"E02002763",44
"E02002764",31
"E02002765",43
"E02002766",40
"E02002767",42
"E02002768",37
"E02002769",42
"E02002770",57
"E02002771",57
"E02002772",35
"E02002773",22
"E02002774",36
"E02002775",32
"E02002776",37
"E02002777",53
"E02002778",44
"E02002779",80
"E02002780",34
"E02002781",44
"E02002782",59
"E02002783",41
"E02002784",103
"E02002785",28
"E02002786",37
"E02002787",32
"E02002788",24
"E02002789",29
"E02002790",36
"E02002791",37
"E02002792",29
"E02002793",45
"E02002794",79
"E02002795",52
"E02002796",34
"E02002797",49
"E02002798",34
"E02002799",52
"E02002800",48
"E02002801",35
"E02002802",56
"E02002803",27
"E02002804",82
"E02002805",35
"E02002806",32
"E02002807",38
"E02002808",103
"E02002809",48
"E02002810",33
"E02002811",40
"E02002812",52
"E02002813",39
"E02002814",47
"E02002815",23
"E02002816",58
"E02002817",24
"E02002818",42
"E02002819",57
"E02002820",35
"E02002821",54
"E02002822",32
"E02002823",39
"E02002824",46
"E02002825",41
"E02002826",37
"E02002827",41
"E02002828",75
"E02002829",44
"E02002830",62
"E02002831",34
"E02002832",31
"E02002833",13
"E02002834",70
"E02002835",55
"E02002836",13
"E02002837",23
"E02002838",44
"E02002839",30
"E02002842",18
"E02002843",21
"E02002844",23
"E02002845",49
"E02002846",39
"E02002847",39
"E02002848",18
"E02002849",34
"E02002851",48
"E02002852",43
"E02002853",44
"E02002854",44
"E02002855",23
"E02002856",48
"E02002857",33
"E02002858",30
"E02002860",46
"E02002861",48
"E02002862",35
"E02002863",31
"E02002864",13
"E02002865",15
"E02002866",30
"E02002867",27
"E02002868",41
"E02002869",49
"E02002871",37
"E02002872",46
"E02002873",40
"E02002874",64
"E02002875",39
"E02002876",52
"E02002877",41
"E02002878",42
"E02002879",34
"E02002880",36
"E02002881",42
"E02002882",27
"E02002883",39
"E02002884",23
"E02002885",25
"E02002886",47
"E02002887",63
"E02002888",31
"E02002889",21
"E02002890",67
"E02002891",43
"E02002892",57
"E02002893",40
"E02002894",28
"E02002895",26
"E02002896",35
"E02002897",41
"E02002898",80
"E02002899",71
"E02002901",37
"E02002902",50
"E02002903",28
"E02002904",30
"E02002905",16
"E02002906",7
"E02002907",12
"E02002908",27
"E02002909",26
"E02002910",28
"E02002911",51
"E02002912",25
"E02002913",30
"E02002914",51
"E02002915",33
"E02002916",59
"E02002917",26
"E02002918",31
"E02002919",37
"E02002920",24
"E02002921",29
"E02002922",41
"E02002923",39
"E02002924",30
"E02002925",118
"E02002926",41
"E02002927",85
"E02002928",7
"E02002929",22
"E02002930",13
"E02002931",34
"E02002932",53
"E02002933",38
"E02002934",22
"E02002935",35
"E02002936",39
"E02002937",55
"E02002938",59
"E02002939",26
"E02002940",33
"E02002941",67
"E02002942",26
"E02002943",83
"E02002944",39
"E02002945",58
"E02002946",32
"E02002947",19
"E02002948",17
"E02002949",30
"E02002950",46
"E02002951",40
"E02002952",20
"E02002953",22
"E02002954",46
"E02002955",31
"E02002956",49
"E02002957",42
"E02002958",31
"E02002959",40
"E02002960",12
"E02002961",28
"E02002962",45
"E02002963",19
"E02002964",41
"E02002965",97
"E02002966",43
"E02002967",44
"E02002968",47
"E02002969",34
"E02002970",42
"E02002971",10
"E02002972",42
"E02002973",37
"E02002974",27
"E02002975",15
"E02002976",27
"E02002977",22
"E02002978",16
"E02002979",11
"E02002980",29
"E02002981",24
"E02002982",45
"E02002983",27
"E02002984",8
"E02002985",35
"E02002986",12
"E02002987",33
"E02002988",31
"E02002989",32
"E02002990",20
"E02002991",93
"E02002992",48
"E02002993",32
"E02002994",89
"E02002995",40
"E02002996",77
"E02002997",33
"E02002998",33
"E02002999",29
"E02003000",57
"E02003001",43
"E02003002",37
"E02003003",32
"E02003004",52
"E02003005",45
"E02003006",66
"E02003007",55
"E02003008",24
"E02003009",20
"E02003010",21
"E02003011",23
"E02003012",36
"E02003013",32
"E02003014",24
"E02003015",34
"E02003016",11
"E02003017",23
"E02003018",38
"E02003019",63
"E02003020",30
"E02003021",26
"E02003022",10
"E02003023",33
"E02003024",33
"E02003025",39
"E02003026",40
"E02003027",16
"E02003028",30
"E02003029",23
"E02003030",18
"E02003031",18
"E02003032",27
"E02003033",7
"E02003034",15
"E02003036",35
"E02003037",18
"E02003038",14
"E02003039",17
"E02003040",20
"E02003041",18
"E02003043",97
"E02003044",7
"E02003045",5
"E02003046",33
"E02003047",24
"E02003048",15
"E02003049",37
"E02003050",37
"E02003051",18
"E02003052",20
"E02003053",16
"E02003054",33
"E02003055",30
"E02003056",24
"E02003057",28
"E02003058",35
"E02003059",27
"E02003060",39
"E02003061",19
"E02003062",10
"E02003063",27
"E02003064",18
"E02003065",52
"E02003066",34
"E02003067",40
"E02003068",35
"E02003069",36
"E02003070",114
"E02003071",32
"E02003072",45
"E02003073",36
"E02003074",35
"E02003075",52
"E02003076",45
"E02003077",59
"E02003078",53
"E02003079",37
"E02003080",43
"E02003081",50
"E02003082",50
"E02003084",71
"E02003085",31
"E02003086",33
"E02003087",73
"E02003088",79
"E02003089",60
"E02003090",65
"E02003091",42
"E02003092",83
"E02003093",81
"E02003094",116
"E02003095",38
"E02003096",28
"E02003097",27
"E02003098",38
"E02003099",21
"E02003100",54
"E02003101",33
"E02003102",23
"E02003103",20
"E02003104",24
"E02003105",42
"E02003106",76
"E02003107",44
"E02003108",95
"E02003109",27
"E02003110",46
"E02003111",33
"E02003112",32
"E02003113",158
"E02003114",35
"E02003115",29
"E02003116",32
"E02003117",31
"E02003118",45
"E02003119",47
"E02003120",30
"E02003121",51
"E02003122",75
"E02003123",72
"E02003124",56
"E02003125",55
"E02003126",88
"E02003127",46
"E02003128",64
"E02003129",44
"E02003130",73
"E02003131",59
"E02003132",68
"E02003133",47
"E02003134",48
"E02003135",53
"E02003136",46
"E02003137",50
"E02003138",45
"E02003139",26
"E02003140",44
"E02003141",34
"E02003142",61
"E02003143",49
"E02003144",40
"E02003145",47
"E02003146",27
"E02003147",50
"E02003148",75
"E02003149",57
"E02003150",72
"E02003151",68
"E02003152",105
"E02003153",59
"E02003154",35
"E02003155",35
"E02003156",104
"E02003157",50
"E02003158",40
"E02003159",27
"E02003161",70
"E02003163",54
"E02003164",79
"E02003165",44
"E02003166",104
"E02003167",47
"E02003168",52
"E02003169",71
"E02003170",69
"E02003171",66
"E02003172",38
"E02003173",58
"E02003174",33
"E02003175",39
"E02003176",78
"E02003177",22
"E02003178",40
"E02003179",36
"E02003180",30
"E02003181",28
"E02003182",32
"E02003183",36
"E02003184",34
"E02003185",19
"E02003186",19
"E02003187",28
"E02003188",67
"E02003189",32
"E02003190",25
"E02003191",50
"E02003192",56
"E02003194",48
"E02003195",25
"E02003196",81
"E02003197",33
"E02003198",21
"E02003199",68
"E02003200",60
"E02003201",41
"E02003202",41
"E02003203",26
"E02003204",54
"E02003205",51
"E02003206",54
"E02003207",31
"E02003208",72
"E02003209",30
"E02003210",44
"E02003211",65
"E02003212",29
"E02003214",20
"E02003215",30
"E02003216",46
"E02003217",18
"E02003218",31
"E02003219",109
"E02003220",61
"E02003221",34
"E02003222",28
"E02003223",54
"E02003224",34
"E02003225",41
"E02003226",38
"E02003227",32
"E02003228",30
"E02003229",20
"E02003230",25
"E02003231",32
"E02003232",34
"E02003233",52
"E02003234",36
"E02003235",52
"E02003236",96
"E02003237",27
"E02003238",12
"E02003239",34
"E02003240",42
"E02003241",29
"E02003242",56
"E02003243",29
"E02003244",55
"E02003245",26
"E02003246",26
"E02003247",14
"E02003248",40
"E02003249",61
"E02003250",44
"E02003251",36
"E02003252",39
"E02003253",52
"E02003254",53
"E02003255",56
"E02003257",23
"E02003258",28
"E02003259",28
"E02003260",27
"E02003261",21
"E02003262",44
"E02003263",42
"E02003264",47
"E02003265",44
"E02003266",49
"E02003267",26
"E02003268",30
"E02003269",42
"E02003270",19
"E02003271",68
"E02003272",23
"E02003273",52
"E02003274",23
"E02003275",119
"E02003276",20
"E02003277",44
"E02003278",41
"E02003279",27
"E02003280",56
"E02003281",32
"E02003282",58
"E02003283",47
"E02003284",57
"E02003285",22
"E02003286",39
"E02003287",45
"E02003288",52
"E02003289",28
"E02003290",38
"E02003291",38
"E02003292",26
"E02003293",72
"E02003294",41
"E02003295",35
"E02003296",41
"E02003297",18
"E02003298",14
"E02003299",39
"E02003300",21
"E02003301",42
"E02003302",24
"E02003303",28
"E02003304",44
"E02003305",37
"E02003307",36
"E02003308",17
"E02003309",23
"E02003310",76
"E02003311",16
"E02003312",6
"E02003313",44
"E02003314",25
"E02003315",19
"E02003316",45
"E02003317",43
"E02003318",34
"E02003319",26
"E02003320",38
"E02003321",20
"E02003322",13
"E02003323",27
"E02003324",40
"E02003325",20
"E02003326",16
"E02003327",33
"E02003328",35
"E02003329",19
"E02003330",26
"E02003331",23
"E02003332",20
"E02003333",18
"E02003334",17
"E02003335",13
"E02003336",28
"E02003337",29
"E02003338",25
"E02003339",27
"E02003340",45
"E02003341",45
"E02003342",20
"E02003343",39
"E02003344",26
"E02003345",23
"E02003346",43
"E02003347",17
"E02003348",50
"E02003349",20
"E02003350",32
"E02003351",21
"E02003352",29
"E02003353",55
"E02003354",32
"E02003355",48
"E02003356",25
"E02003357",42
"E02003358",39
"E02003359",11
"E02003360",40
"E02003361",23
"E02003362",23
"E02003363",12
"E02003364",12
"E02003365",14
"E02003366",14
"E02003367",39
"E02003368",30
"E02003369",47
"E02003370",41
"E02003371",24
"E02003372",52
"E02003373",47
"E02003374",29
"E02003375",39
"E02003376",27
"E02003377",98
"E02003378",61
"E02003379",24
"E02003380",29
"E02003381",45
"E02003382",19
"E02003383",27
"E02003384",48
"E02003385",86
"E02003386",35
"E02003387",50
"E02003388",38
"E02003389",49
"E02003390",32
"E02003391",36
"E02003392",31
"E02003393",45
"E02003394",22
"E02003395",16
"E02003396",26
"E02003397",39
"E02003398",18
"E02003399",146
"E02003400",25
"E02003401",27
"E02003402",38
"E02003403",45
"E02003404",34
"E02003405",70
"E02003406",39
"E02003407",42
"E02003408",35
"E02003409",42
"E02003410",15
"E02003411",38
"E02003412",29
"E02003413",31
"E02003414",43
"E02003415",27
"E02003416",16
"E02003417",33
"E02003418",37
"E02003419",27
"E02003420",30
"E02003421",14
"E02003422",49
"E02003423",19
"E02003424",30
"E02003425",50
"E02003426",43
"E02003427",21
"E02003428",30
"E02003429",55
"E02003430",35
"E02003431",43
"E02003432",28
"E02003433",36
"E02003434",32
"E02003435",28
"E02003436",53
"E02003437",22
"E02003438",24
"E02003439",39
"E02003440",49
"E02003441",44
"E02003442",30
"E02003443",41
"E02003444",43
"E02003445",33
"E02003446",48
"E02003447",28
"E02003448",28
"E02003449",24
"E02003450",42
"E02003451",38
"E02003452",25
"E02003453",18
"E02003454",30
"E02003455",49
"E02003456",56
"E02003457",30
"E02003458",13
"E02003459",31
"E02003460",61
"E02003461",14
"E02003462",21
"E02003463",35
"E02003464",25
"E02003465",26
"E02003466",18
"E02003467",34
"E02003468",30
"E02003469",23
"E02003470",35
"E02003471",25
"E02003472",92
"E02003473",32
"E02003474",30
"E02003475",79
"E02003476",27
"E02003477",46
"E02003478",32
"E02003479",27
"E02003480",34
"E02003481",60
"E02003482",42
"E02003483",32
"E02003484",19
"E02003485",24
"E02003486",20
"E02003487",18
"E02003488",25
"E02003489",24
"E02003490",19
"E02003491",71
"E02003492",56
"E02003493",49
"E02003494",41
"E02003495",29
"E02003496",57
"E02003497",62
"E02003498",34
"E02003499",43
"E02003500",24
"E02003501",35
"E02003502",33
"E02003503",57
"E02003504",29
"E02003505",12
"E02003506",11
"E02003507",63
"E02003508",39
"E02003509",22
"E02003510",25
"E02003511",35
"E02003512",18
"E02003513",13
"E02003514",23
"E02003515",63
"E02003516",21
"E02003517",87
"E02003518",21
"E02003519",12
"E02003520",18
"E02003521",40
"E02003522",48
"E02003523",87
"E02003524",33
"E02003525",41
"E02003526",23
"E02003527",37
"E02003529",22
"E02003530",25
"E02003531",28
"E02003532",15
"E02003533",13
"E02003534",21
"E02003535",8
"E02003536",15
"E02003537",34
"E02003538",11
"E02003539",40
"E02003540",46
"E02003541",17
"E02003542",15
"E02003543",19
"E02003544",16
"E02003545",11
"E02003546",29
"E02003547",53
"E02003548",9
"E02003549",30
"E02003550",30
"E02003551",33
"E02003552",29
"E02003553",20
"E02003554",27
"E02003555",19
"E02003556",18
"E02003557",31
"E02003558",26
"E02003559",43
"E02003560",23
"E02003561",19
"E02003562",16
"E02003563",31
"E02003564",29
"E02003565",14
"E02003566",18
"E02003567",25
"E02003568",14
"E02003569",18
"E02003570",21
"E02003571",59
"E02003572",28
"E02003573",27
"E02003574",32
"E02003575",20
"E02003576",23
"E02003577",61
"E02003578",25
"E02003579",38
"E02003580",18
"E02003581",26
"E02003582",92
"E02003583",42
"E02003584",27
"E02003585",51
"E02003586",48
