"AtcoCode","OperatorRef","NationalCoachCode","Name","NameLang","LongName","LongNameLang","GridType","Easting","Northing","CreationDateTime","ModificationDateTime","RevisionNumber","Modification"
"2800S55066B","","900010401A","Westway","","Westway","","U","337710","402645","1970-01-01T00:00:00","2013-12-16T12:09:48",0,"new"
"2800S63001A","","900010461A","Eastbank Street","","Eastbank Street","","U","333490","417197","1970-01-01T00:00:00","2014-09-04T14:42:14",0,"new"
"2800S63001A","","900010461C","Eastbank Street","","Eastbank Street","","U","333490","417197","1970-01-01T00:00:00","2014-09-04T14:42:14",0,"new"
"2900A011","","900038114C","Kings Head","","Kings Head","","U","640154","310504","2003-02-22T14:04:04","2009-03-10T00:00:00",5,"rev"
"2900A0111","","900038114A","Kings Head","","Kings Head","","U","640163","310486","2003-02-22T14:04:04","2013-06-18T14:42:45",3,"rev"
"2900A181","","900085014","Queens Square","","Queens Square","","U","604800","295422","2003-02-22T14:04:04","2011-10-20T15:40:33",2,"rev"
"2900D1520","","900037284","Millwrights","","Millwrights","","U","598982","311430","2003-02-22T14:04:04","2009-06-15T15:08:26",4,"rev"
"2900D1540","","900037244","Market Place","","Market Place","","U","598876","313412","2003-02-22T14:04:04","2011-01-19T14:03:13",6,"rev"
"2900D162","","900085144","Bus Station","","Bus Station","","U","611561","279625","2003-02-22T14:04:04","2014-10-21T11:13:12",4,"rev"
"2900F192","","900098059","Station Road","","Station Road","","U","590162","311914","2003-02-22T14:04:04","2009-03-30T00:00:00",3,"rev"
"2900G172","","900098060","James Paget Hospital","","James Paget Hospital","","U","652206","302410","2003-02-22T14:04:04","2011-02-01T12:52:00",9,"rev"
"2900G1756","","900038124A","Town Centre","","Town Centre","","U","652641","304336","2003-02-22T14:04:04","2009-10-08T10:27:14",4,"rev"
"2900G177","","900038124C","Town Centre","","Town Centre","","U","652637","304350","2003-02-22T14:04:04","2009-10-08T10:28:07",4,"rev"
"2900H2215","","900038354B","Cottages","","Cottages","","U","618034","305571","2003-02-22T14:04:04","2011-05-20T11:08:15",4,"rev"
"2900H2258","","900038354A","Park & Ride","","Park & Ride","","U","618139","305427","2005-05-16T09:06:54","2013-10-22T12:06:33",10,"rev"
"2900H321","","900098061","Victoria","","Victoria","","U","607521","313006","2003-02-22T14:04:04","2009-05-27T11:37:10",3,"rev"
"2900K13155","","900037084","Bus Station","","Bus Station","","U","562062","320065","2003-02-22T14:04:04","2014-10-21T11:17:35",9,"rev"
"2900M161","","900098141","Church","","Church","","U","566234","315943","2003-02-22T14:04:04","2009-06-23T11:02:50",4,"rev"
"2900M255","","900037094A","War Memorial","","War Memorial","","U","580332","293417","2003-02-22T14:04:04","2012-02-15T10:27:57",5,"rev"
"2900M255","","900037094C","War Memorial","","War Memorial","","U","580332","293417","2003-02-22T14:04:04","2012-02-15T10:27:57",5,"rev"
"2900N011","","900098062","Narford Road","","Narford Road","","U","574985","312741","2003-02-22T14:04:04","2009-04-03T00:00:00",4,"rev"
"2900N046","","900098063","Dunham Turn","","Dunham Turn","","U","587873","310277","2003-02-22T14:04:04","2009-04-03T00:00:00",2,"rev"
"2900N12351","","900038304C","Lime Tree Road","","Lime Tree Road","","U","621835","307195","2003-02-22T14:04:04","2009-04-14T00:00:00",4,"rev"
"2900N12354","","900038304","Lime Tree Road","","Lime Tree Road","","U","621806","307155","2003-02-22T14:04:04","2009-06-30T09:55:21",7,"rev"
"2900N12392","","900038374","Admissions Building","","Admissions Building","","U","619178","307578","2003-02-22T14:04:04","2012-11-12T10:50:58",7,"rev"
"2900N12905","","900038334","Bus Station","","Bus Station","","U","622996","308045","2005-06-06T14:20:28","2013-12-23T10:37:53",9,"rev"
"2900R241","","900086094A","Broad Street","","Broad Street","","U","624633","283447","2003-02-22T14:04:04","2012-02-02T13:52:20",2,"rev"
"2900R249","","900086094C","School Lane","","School Lane","","U","624843","283801","2003-02-22T14:04:04","2009-03-25T00:00:00",2,"rev"
"2900S711","","900037264","Kings Arms","","Kings Arms","","U","581895","309007","2003-02-22T14:04:04","2009-09-18T09:19:14",4,"rev"
"2900T064","","900098065","Kismet","","Kismet","","U","553857","314368","2003-02-22T14:04:04","2009-06-24T09:39:17",3,"rev"
"2900T211","","900098066","School Road","","School Road","","U","556199","316855","2003-02-22T14:04:04","2009-04-24T00:00:00",2,"rev"
"2900T2111","","900098067","Eau Brink Road","","Eau Brink Road","","U","559167","317572","2003-02-22T14:04:04","2009-07-07T10:25:19",3,"rev"
"2900T39142","","900085094","Bus Station","","Bus Station","","U","586884","283004","2006-04-27T10:03:53","2014-10-21T11:18:09",7,"rev"
"2900W096","","900098068","Lynn Road","","Lynn Road","","U","549161","312979","2003-02-22T14:04:04","",1,"rev"
"2900W301","","900098069","Primary School","","Primary School","","U","551537","313845","2003-02-22T14:04:04","2009-07-06T10:02:28",4,"rev"
"2900W335","","900098070","Church","","Church","","U","569172","316305","2003-02-22T14:04:04","2009-06-05T08:18:13",3,"rev"
"2900W5823","","900038324C","The Chestnuts","","The Chestnuts","","U","611274","301360","2003-02-22T14:04:04","2010-07-07T11:40:43",3,"rev"
"2900W583","","900038324A","The Chestnuts","","The Chestnuts","","U","611280","301364","2003-02-22T14:04:04","2009-04-06T00:00:00",2,"rev"
"2900Y0337","","900038174","Market Gates","","Market Gates","","U","652599","307620","2003-02-22T14:04:04","2013-04-22T16:32:26",5,"rev"
"300000045N","","900039014C","Spratton Road","","Spratton Road","","U","474810","270623","2006-06-26T00:00:00","2011-05-13T14:10:38",3,"rev"
"300000045NR","","900039014A","Kennel Terrace","","Kennel Terrace","","U","474809","270653","2006-06-26T00:00:00","2011-05-13T14:10:38",3,"rev"
"300000075E7A","","900039334A","Elizabeth Street","","Elizabeth Street","","U","488417","288667","2010-06-08T16:19:44","2012-02-02T09:57:42",2,"rev"
"300000075EZ","","900039334C","Elizabeth Street","","Elizabeth Street","","U","488414","288500","2005-09-14T00:00:00","2012-02-02T09:57:40",4,"rev"
"300000090B3","","900039043","Bus Station","","Bus Station","","U","457402","262414","2006-04-03T00:00:00","2011-05-16T09:04:41",2,"rev"
"300000092AP","","900039095A","Delapre Crescent","","Delapre Crescent","","U","475460","259151","2003-07-21T00:00:00","2011-05-10T10:10:40",2,"rev"
"300000092OD","","900039095C","Delapre Crescent","","Delapre Crescent","","U","475450","259242","2003-07-21T00:00:00","2011-05-10T10:11:15",3,"rev"
"300000105MR","","900098071","Wellingborough Road","","Wellingborough Road","","U","485604","264934","2006-06-26T00:00:00","2011-05-10T12:17:20",3,"rev"
"300000112W","","900098072","Worlds End PH","","Worlds End PH","","U","482616","263799","2006-06-26T00:00:00","2011-05-18T14:22:08",2,"rev"
"300000121F","","900039274C","White Hart PH","","White Hart PH","","U","464616","260386","2006-06-26T00:00:00","2011-05-18T14:44:34",3,"rev"
"300000121O","","900039274A","White Hart PH","","White Hart PH","","U","464650","260405","2006-06-26T00:00:00","2011-05-18T14:44:47",3,"rev"
"300000132WH","","900098073","White Hart PH","","White Hart PH","","U","475529","246594","2004-09-30T00:00:00","2011-05-24T11:59:40",2,"rev"
"300000134W","","900098074","Penfold Lane","","Penfold Lane","","U","481048","263311","2005-09-26T00:00:00","2011-05-12T09:41:00",2,"rev"
"300000138MR","","900098075","Phone Box","","Phone Box","","U","487993","270940","2006-06-26T00:00:00","2011-05-24T11:53:20",2,"rev"
"300000140B","","900098076","The George PH","","The George PH","","U","473586","283379","2006-06-26T00:00:00","2011-03-28T12:24:41",3,"rev"
"300000144VS","","900039074","Coach Park","","Coach Park","","U","475540","260877","2005-09-26T00:00:00","2011-06-03T10:50:07",3,"rev"
"300000144VS","","900039074A","Coach Park","","Coach Park","","U","475540","260877","2005-09-26T00:00:00","2011-06-03T10:50:07",3,"rev"
"300000144VS","","900039074B","Coach Park","","Coach Park","","U","475540","260877","2005-09-26T00:00:00","2011-06-03T10:50:07",3,"rev"
"300000180H","","900098078","Hall Lodge","","Hall Lodge","","U","473688","279276","2006-06-26T00:00:00","2011-05-26T09:30:35",3,"rev"
"300000181EG","","900039364A","Newland Centre","","Newland Centre","","U","486791","279034","2006-03-06T00:00:00","2011-04-28T09:20:19",2,"rev"
"300000181NE","","900039364C","Newland Centre","","Newland Centre","","U","486774","278951","2006-03-06T00:00:00","2011-04-28T09:10:52",2,"rev"
"300000191L","","900098079","Shopping Centre","","Shopping Centre","","U","475163","263215","2006-08-23T00:00:00","2013-10-31T14:46:09",4,"rev"
"300000196S","","900098080","The Swan PH","","The Swan PH","","U","475587","274504","2006-06-26T00:00:00","2011-03-31T08:01:17",3,"rev"
"300000224S","","900098081","Stags Head PH","","Stags Head PH","","U","474625","277029","2003-12-10T00:00:00","2011-03-23T16:07:48",2,"rev"
"300000269MA","","900098082","Old Town Hall","","Old Town Hall","","U","504194","288105","2006-06-26T00:00:00","2011-03-28T15:55:38",2,"rev"
"300000286L","","900039084C","324 London Road","","324 London Road","","U","475459","258068","2004-08-10T00:00:00","2011-05-10T10:58:01",3,"rev"
"300000286LC","","900039084A","314 London Road","","314 London Road","","U","475452","258110","2003-12-09T00:00:00","2011-05-10T10:58:48",3,"rev"
"300000297MR","","900098083","Kettering Road Bus Shelter","","Kettering Road Bus Shelter","","U","488187","269887","2003-02-27T00:00:00","2011-05-12T07:52:20",4,"rev"
"300000299OH","","900098084","Churchcroft","","Churchcroft","","U","475477","251888","2006-06-26T00:00:00","2011-05-06T11:09:49",2,"rev"
"300000384KA","","900098086","Church View","","Church View","","U","492654","289510","2006-06-26T00:00:00","2011-05-18T14:10:37",2,"rev"
"300000393C","","900098087","Allen Road","","Allen Road","","U","477041","261164","2003-12-08T00:00:00","2011-05-11T13:25:29",2,"rev"
"300000397W","","900098088","Little Billing Way","","Little Billing Way","","U","479984","262729","2006-08-24T00:00:00","2011-05-09T11:46:53",2,"rev"
"300000408G","","900098090","The George PH","","The George PH","","U","486902","266217","2006-06-26T00:00:00","2011-05-16T14:56:59",2,"rev"
"300000442OM","","900098092","Monk & Minstrel PH","","Monk & Minstrel PH","","U","488420","274053","2006-06-26T00:00:00","2011-05-26T09:05:31",2,"rev"
"300000443C5","","900039324","Church Street Interchange","","Church Street Interchange","","U","489151","267998","2006-06-26T00:00:00","2011-05-09T14:32:55",2,"rev"
"300000453UA","","900098142","Ashley Farm","","Ashley Farm","","U","497754","289319","2006-06-26T00:00:00","2011-04-28T08:14:54",2,"rev"
"300000454GT","","900098143","Glapthorn Turn","","Glapthorn Turn","","U","499235","288739","2006-06-26T00:00:00","2014-06-20T13:31:06",3,"rev"
"300000574OB","","900039334","George Street","","George Street","","U","488126","288529","2005-09-26T00:00:00","2012-02-02T09:57:32",3,"rev"
"300000674OC","","900098094","Elmington Cottages","","Elmington Cottages","","U","505209","289618","2006-06-26T00:00:00","2011-05-20T14:57:13",3,"rev"
"300000674X","","900098095","Tansor Turn","","Tansor Turn","","U","506065","290356","2004-11-03T00:00:00","2011-03-29T15:44:21",2,"rev"
"300000800N","","900098096","Pitsford Turn","","Pitsford Turn","","U","474958","267651","2006-06-26T00:00:00","2011-04-15T08:27:59",2,"rev"
"300000997SC","","900098097","Storefield Cottages","","Storefield Cottages","","U","486089","283619","2006-06-26T00:00:00","2011-05-18T09:24:02",2,"rev"
"3100T698067","","900066248A","Carter Bar summit","","Carter Bar summit","","U","369840","606773","2003-03-24T00:00:00","2011-04-20T09:04:00",3,"rev"
"3100T713049","","900069132","Whitelee Farm","","Whitelee Farm","","U","371315","604987","2004-07-10T00:00:00","2012-11-26T09:37:00",2,"rev"
"3100T748032","","900069142C","Reservoir Cottages","","Reservoir Cottages","","U","374851","603332","2005-11-24T00:00:00","2010-12-02T14:31:00",1,"rev"
"3100T748033","","900069142A","Reservoir Cottages","","Reservoir Cottages","","U","374862","603343","2005-11-24T00:00:00","2010-12-02T14:32:00",1,"rev"
"3100T763028","","900069152A","Village road","","Village road","","U","376410","602849","2005-07-12T00:00:00","2009-04-22T10:39:00",1,"rev"
"3100T764028","","900069152C","Village road","","Village road","","U","376435","602819","2005-07-12T00:00:00","2009-04-22T10:37:00",1,"rev"
"3100T780015","","900069162A","Cottonshopeburnfoot","","Cottonshopeburnfoot","","U","378022","601546","2003-03-24T00:00:00","2009-10-01T09:43:00",2,"rev"
"3100T782012","","900069162C","Cottonshopeburnfoot","","Cottonshopeburnfoot","","U","378265","601202","2003-03-24T00:00:00","2009-10-01T09:42:00",2,"rev"
"3100T996529","","900069032C","Golden Square","","Golden Square","","U","399707","652951","2003-03-24T00:00:00","2009-03-17T09:18:00",1,"rev"
"3100T997529","","900069032A","Golden Square","","Golden Square","","U","399727","652956","2003-03-24T00:00:00","2009-03-17T09:17:00",1,"rev"
"3100U418613F","","900069012","Bus station","","Bus station","","U","418526","613257","2005-08-11T00:00:00","2009-02-03T16:14:00",1,"rev"
"3100Y828981","","900069182A","Redesdale Camp","","Redesdale Camp","","U","382854","598126","2005-06-12T00:00:00","2011-02-15T09:59:00",1,"rev"
"3100Y829981","","900069182C","Redesdale Camp","","Redesdale Camp","","U","382866","598110","2005-06-12T00:00:00","2011-02-15T09:58:00",1,"rev"
"3100Y831979","","900069172C","Redewater View","","Redewater View","","U","383151","597973","2005-11-30T00:00:00","2011-02-15T10:02:00",1,"rev"
"3100Y832979","","900069172A","Redewater View","","Redewater View","","U","383203","597960","2005-11-30T00:00:00","2011-02-15T10:02:00",1,"rev"
"3100Y885930","","900069112A","Percy Arms","","Percy Arms","","U","388591","593090","2003-03-24T00:00:00","2010-01-22T10:31:00",1,"rev"
"3100Y885931","","900069112C","Percy Arms","","Percy Arms","","U","388590","593099","2003-03-24T00:00:00","2010-01-22T10:29:00",1,"rev"
"3100Y988856","","900069202C","Hotel","","Hotel","","U","398884","585652","2005-06-12T00:00:00","2009-05-06T13:53:00",1,"rev"
"3100Y989856","","900069202A","Hotel","","Hotel","","U","398909","585625","2005-06-12T00:00:00","2009-05-06T13:53:00",1,"rev"
"3100Y993846","","900069212","Village road end","","Village road end","","U","399382","584621","2003-03-24T00:00:00","2011-04-01T16:28:00",2,"rev"
"3100Z035817","","900069124","Road end","","Road end","","U","403521","581752","2005-10-24T00:00:00","2011-02-25T16:57:00",1,"rev"
"3100Z101787","","900069133C","The Arcade","","The Arcade","","U","410182","578701","2006-07-02T00:00:00","2009-02-10T10:50:00",1,"rev"
"3100Z102786","","900069133A","The Arcade","","The Arcade","","U","410196","578690","2006-07-02T00:00:00","2009-02-10T10:49:00",1,"rev"
"3100Z164727","","900069141A","Main Street","","Main Street","","U","416410","572797","2003-03-24T00:00:00","2010-08-12T09:07:00",2,"rev"
"3100Z164728","","900069141C","Main Street","","Main Street","","U","416478","572822","2003-03-24T00:00:00","2010-08-12T09:07:00",2,"rev"
"3100Z19886D","","900069183","Bus Station","","Bus Station","","U","419867","586088","2008-11-14T17:08:00","2009-12-10T15:49:00",5,"rev"
"3100Z27687F","","900069123","Bus Station","","Bus Station","","U","427612","587810","2005-10-10T00:00:00","2009-01-15T17:00:00",1,"rev"
"3100Z27687G","","900069123A","Bus Station","","Bus Station","","U","427615","587798","2005-10-10T00:00:00","2009-01-15T17:01:00",1,"rev"
"3100Z31581F","","900069143A","Bus station","","Bus station","","U","431525","581553","2005-09-08T00:00:00","2013-05-28T14:52:00",4,"rev"
"3100Z31581L","","900069143C","Bus station","","Bus station","","U","431513","581533","2005-08-09T00:00:00","2008-12-05T17:06:00",2,"rev"
"3200YNA00529","","900023012","Bus Station Stand 1","","Bus Station Stand 1","","U","448824","443492","2003-11-17T00:00:00","2011-05-18T00:00:00",0,"new"
"3200YNA00874","","900075152","Bus Station","","Bus Station","","U","511532","480692","2003-11-17T00:00:00","2011-05-18T00:00:00",0,"new"
"3200YNA00934","","900075122A","Haven Holiday Park","","Haven Holiday Park","","U","506527","484003","2003-11-17T00:00:00","2011-05-18T00:00:00",0,"new"
"3200YNA01096","","900075104","The Royal Oak","","The Royal Oak","","U","479979","483797","2003-11-17T00:00:00","2011-05-18T00:00:00",0,"new"
"3200YNA01221","","900075102","Railway Station Stop S","","Railway Station Stop S","","U","503903","488330","2003-11-17T00:00:00","2012-04-30T00:00:00",0,"new"
"3200YNA01221","","900075102A","Railway Station Stop S","","Railway Station Stop S","","U","503903","488330","2003-11-17T00:00:00","2012-04-30T00:00:00",0,"new"
"3200YNA01221","","900075102C","Railway Station Stop S","","Railway Station Stop S","","U","503903","488330","2003-11-17T00:00:00","2012-04-30T00:00:00",0,"new"
"3200YNA06577","","900073201A","Bus Station Stand 8","","Bus Station Stand 8","","U","398851","451427","2009-01-12T00:00:00","2011-05-18T00:00:00",0,"new"
"3200YNA90161","","900074372","Market Place","","Market Place","","U","442956","482090","2005-05-09T00:00:00","2011-05-18T00:00:00",0,"new"
"3200YNA90259","","900074012C","The Angel","","The Angel","","U","424105","498006","2005-05-09T00:00:00","2011-05-18T00:00:00",0,"new"
"3200YNA90260","","900074012A","High Green","","High Green","","U","424042","498058","2005-05-09T00:00:00","2011-05-18T00:00:00",0,"new"
"3200YNA90555","","900075212","Bus Station","","Bus Station","","U","489761","510825","2005-05-09T00:00:00","2011-05-18T00:00:00",0,"new"
"3200YNA90595","","900075132A","Playing Fields","","Playing Fields","","U","500912","494377","2005-05-09T00:00:00","2011-05-18T00:00:00",0,"new"
"3200YNA90596","","900075132C","Sunday School","","Sunday School","","U","500896","494368","2005-05-09T00:00:00","2011-05-18T00:00:00",0,"new"
"3200YNA96557","","900075122C","Haven Holiday Park","","Haven Holiday Park","","U","506512","483999","2007-09-17T00:00:00","2011-05-18T00:00:00",0,"new"
"3200YND10828","","900074103","Bus Stn Stand A","","Bus Stn Stand A","","U","435122","456994","2003-11-17T00:00:00","2011-05-18T00:00:00",0,"new"
"3200YND12810","","900074262","Bus Station Stand 1","","Bus Station Stand 1","","U","431334","471335","2003-11-17T00:00:00","2011-05-18T00:00:00",0,"new"
"3200YND57000","","900074132A","Hgte Bus Stn Stand 8","","Hgte Bus Stn Stand 8","","U","430361","455450","2003-11-17T00:00:00","2011-05-18T00:00:00",0,"new"
"3290YYA00137","","900074092A","Rail Station Stop J","","Rail Station Stop J","","U","459684","451682","2000-01-01T00:00:00","2012-02-21T00:00:00",0,"new"
"3290YYA00144","","900074092C","Rail Station Stop C","","Rail Station Stop C","","U","459669","451719","2000-01-01T00:00:00","2012-02-21T00:00:00",0,"new"
"3300AS0228","","900029106C","Portland College","","Portland College","","U","454958","356769","2005-03-21T00:00:00","2008-11-19T11:21:00",5,"rev"
"3300AS0230","","900029106A","Portland College","","Portland College","","U","454988","356741","2005-06-27T00:00:00","2008-11-19T11:22:00",6,"rev"
"3300BA0525","","900029384","Hardy Street","","Hardy Street","","U","458348","379018","2005-10-03T00:00:00","2009-02-03T12:38:00",6,"rev"
"3300BA0999","","900083034","Bus Station","","Bus Station","","U","470672","381026","2007-06-29T11:48:00","2009-01-27T11:39:00",7,"rev"
"3300GE0100","","900029184","Newstead Abbey Gates","","Newstead Abbey Gates","","U","455623","354511","2005-07-08T00:00:00","2009-07-27T09:20:00",6,"rev"
"3300GE0100","","900029184A","Newstead Abbey Gates","","Newstead Abbey Gates","","U","455623","354511","2005-07-08T00:00:00","2009-07-27T09:20:00",6,"rev"
"3300MA0271","","900029124C","Bingo Hall","","Bingo Hall","","U","456691","368075","2005-08-16T00:00:00","2009-01-08T11:42:00",5,"rev"
"3300MA0406","","900029124A","Hetts Lane","","Hetts Lane","","U","456772","368182","2005-08-16T00:00:00","2009-01-07T14:25:00",4,"rev"
"3300MA0700","","900029144","Bus Station","","Bus Station","","U","453711","360970","2013-01-17T15:10:00","2013-01-17T15:10:00",0,"new"
"3300NS0984","","900083024","The Wharf","","The Wharf","","U","479718","354139","2010-03-22T09:21:00","2011-10-27T10:21:00",4,"rev"
"3390BB01","","900029044Z","Broad Marsh Bus Station","","Broad Marsh Bus Station","","U","457361","339438","2003-07-21T00:00:00","2008-02-22T14:46:00",1,"rev"
"3390BB13","","900029044","Broad Marsh Bus Station","","Broad Marsh Bus Station","","U","457401","339423","2003-07-21T00:00:00","2008-02-22T14:51:00",1,"rev"
"3390F1","","900029044X","Friar Lane","","Friar Lane","","U","457084","339781","2006-10-11T00:00:00","2006-10-11T00:00:00",0,"new"
"3390SH05","","900029024C","Haydn Road","","Haydn Road","","U","457374","342926","2003-07-21T00:00:00","2009-01-02T13:26:00",2,"rev"
"3390SH14","","900029024A","Winchester Street","","Winchester Street","","U","457424","343006","2003-07-21T00:00:00","2009-01-02T13:26:00",3,"rev"
"3390VB02","","900098177","Victoria Bus Station","","Victoria Bus Station","","U","457299","340508","2003-07-21T00:00:00","2008-02-22T14:53:00",1,"rev"
"34000000002","","900049073","Gloucester Green Bus Station","","Gloucester Green Bus Station","","U","451003","206380","2005-02-10T00:00:00","2006-09-13T15:31:00",2,"rev"
"340000004H5","","900049070S","St Aldates","","St Aldates","","U","451405","205992","2005-02-10T00:00:00","2012-01-04T15:49:00",6,"rev"
"340000005T1","","900049073N","Magdalen Street East","","Magdalen Street East","","U","451281","206458","2005-02-10T00:00:00","2012-01-04T11:44:00",2,"rev"
"340000009LRE","","900049066C","Thornhill Park and Ride","","Thornhill Park and Ride","","U","456644","207476","2005-02-10T00:00:00","2013-08-23T12:12:00",6,"rev"
"340000009LRW","","900049066A","Thornhill Park and Ride","","Thornhill Park and Ride","","U","456461","207395","2005-02-10T00:00:00","2013-08-23T12:13:00",5,"rev"
"340000072BS","","900048023","Bus Station","","Bus Station","","U","445928","240639","2005-02-10T00:00:00","2005-02-10T00:00:00",0,"new"
"340000093BP2","","900048113","Manorsfield Road","","Manorsfield Road","","U","458321","222546","2005-02-10T00:00:00","2013-06-27T12:48:00",6,"rev"
"340001126YOR","","900049069","St Clements Street","","St Clements Street","","U","452503","206025","2005-02-10T00:00:00","2013-10-09T15:34:00",2,"rev"
"340001309COI","","900049068A","Headington Shops","","Headington Shops","","U","454594","207137","2009-12-18T11:11:00","2012-01-03T16:00:00",7,"rev"
"340001309COO","","900049068C","Headington Shops","","Headington Shops","","U","454635","207168","2009-12-18T11:10:00","2012-01-03T16:05:00",7,"rev"
"340001811WAT","","900098102","Lewknor Turn M40 J6","","Lewknor Turn M40 J6","","U","471775","197477","2005-02-10T00:00:00","2014-03-03T11:40:00",3,"rev"
"340001989S1","","900049070T","Speedwell Street","","Speedwell Street","","U","451364","205789","2005-02-10T00:00:00","2012-01-04T15:36:00",2,"rev"
"340001992J1","","900049070P","Queens Lane","","Queens Lane","","U","451809","206254","2005-02-10T00:00:00","2014-01-17T17:01:00",1,"rev"
"340001992J3","","900049070A","Queens Lane","","Queens Lane","","U","451762","206260","2005-02-10T00:00:00","2014-01-17T17:00:00",1,"rev"
"340001992K3","","900049070Q","Queens Lane","","Queens Lane","","U","451785","206273","2005-02-10T00:00:00","2005-02-10T00:00:00",0,"new"
"340001992K4","","900049070M","Queens Lane","","Queens Lane","","U","451811","206270","2005-02-10T00:00:00","2005-02-10T00:00:00",0,"new"
"340001992K5","","900049070C","Queens Lane","","Queens Lane","","U","451821","206268","2005-02-10T00:00:00","2005-02-10T00:00:00",0,"new"
"340003026W","","900098192","Water Eaton Park and Ride","","Water Eaton Park and Ride","","U","450206","211872","2005-02-10T00:00:00","2013-08-23T12:24:00",9,"rev"
"340003162CNR","","900098103","Caversfield Turn","","Caversfield Turn","","U","459016","224447","2005-02-10T00:00:00","2010-03-17T14:52:00",3,"rev"
"3500B091100","","900012524C","Marche Lane Jct","","Marche Lane Jct","","U","333968","311610","2004-10-11T00:00:00","2004-10-11T00:00:00",0,"new"
"3500B091101","","900012524A","Marche Lane Jct","","Marche Lane Jct","","U","333959","311623","2004-10-11T00:00:00","2004-10-11T00:00:00",0,"new"
"3500B101602","","900012473C","The Crescent","","The Crescent","","U","338099","319641","2004-01-26T00:00:00","2004-01-26T00:00:00",0,"new"
"3500B101603","","900012473A","The Crescent","","The Crescent","","U","338144","319561","2004-01-26T00:00:00","2004-01-26T00:00:00",0,"new"
"3500B188800","","900012483A","Bus Stop No 1","","Bus Stop No 1","","U","330272","333383","2004-08-18T00:00:00","2011-12-06T09:07:00",3,"rev"
"3500B188802","","900012483C","Bus Stop No 3","","Bus Stop No 3","","U","330282","333518","2004-08-18T00:00:00","2011-12-08T10:21:00",3,"rev"
"3500B243000","","900012512A","Rural Cottages","","Rural Cottages","","U","341565","313191","2004-07-20T00:00:00","2004-07-20T00:00:00",0,"new"
"3500B243001","","900012512C","Rural Cottages","","Rural Cottages","","U","341572","313180","2004-07-20T00:00:00","2004-07-20T00:00:00",0,"new"
"3500B276200","","900012283","Bus Station","","Bus Station","","U","349278","312821","2004-09-13T00:00:00","2011-12-22T10:57:00",2,"rev"
"3500B277100","","900012403","Bus Station","","Bus Station","","U","329367","329888","2004-01-28T00:00:00","2010-06-01T14:19:00",1,"rev"
"3590E106400","","900019143","Bus Station","","Bus Station","","U","369766","308788","2001-10-02T00:00:00","2011-02-08T00:00:00",2,"rev"
"3600DOB21408","","900045125C","Virginia Ash","","Virginia Ash","","U","372108","120101","2014-10-21T14:09:06","2014-02-19T16:06:26",1,"new"
"3600DOB21409","","900045125A","Virginia Ash","","Virginia Ash","","U","372107","120114","2014-10-21T14:09:06","2014-07-14T15:18:18",0,"new"
"3600DOY38781","","900087265C","Town Hall","","Town Hall","","U","349891","138870","2014-10-21T14:09:02","2014-05-09T08:10:17",17,"new"
"3600SOA10419","","900042256A","Verriers","","Verriers","","U","328879","133000","2014-10-21T14:09:12","2014-07-14T15:18:19",0,"new"
"3600SOA10420","","900042256C","Verriers","","Verriers","","U","328892","132987","2014-10-21T14:09:12","2014-07-14T15:18:19",0,"new"
"3600SOA10592","","900045190A","Queens Head","","Queens Head","","U","367803","118643","2014-10-21T14:09:06","2014-10-11T12:04:56",0,"new"
"3600SOA10593","","900045190C","Queens Head","","Queens Head","","U","367807","118634","2014-10-21T14:09:06","2014-10-11T12:04:56",0,"new"
"3600SOA14169","","900042755","Bus Station Stop 8","","Bus Station Stop 8","","U","330153","137184","2014-10-21T14:09:13","2014-07-14T15:18:19",0,"new"
"3600SOA30525","","900045155","Yeovil Bus Station","","Yeovil Bus Station","","U","356020","116034","2014-10-21T14:08:52","2014-10-08T16:52:28",6,"new"
"3600SOB20171","","900042516A","Post Office","","Post Office","","U","313969","120672","2014-10-21T14:09:01","2014-07-14T15:18:17",0,"new"
"3600SOB20172","","900042516C","Post Office","","Post Office","","U","313946","120674","2014-10-21T14:09:01","2014-07-14T15:18:17",0,"new"
"3600SOB20238","","900042625","The Parade","","The Parade","","U","296795","146216","2014-10-21T14:09:08","2014-07-14T15:18:17",0,"new"
"3600SOB20242","","900042675","Butlins","","Butlins","","U","297975","146321","2014-10-21T14:09:08","2014-07-14T15:18:17",0,"new"
"3600SOB20908","","900087215A","Crispin Hall","","Crispin Hall","","U","348341","136640","2014-10-21T14:08:59","2014-05-09T08:48:28",11,"new"
"3600SOB20909","","900087215C","The Library","","The Library","","U","348377","136608","2014-10-21T14:08:59","2014-07-14T15:18:19",0,"new"
"3600SOB20963","","900087265A","Glastonbury Town Hall","","Glastonbury Town Hall","","U","349878","138875","2014-10-21T14:08:56","2014-05-09T08:07:11",17,"new"
"3600SOB21001","","900087135","Wells Bus Station","","Wells Bus Station","","U","354622","145543","2014-10-21T14:09:19","2014-05-19T10:37:57",22,"new"
"3600SOB21579","","900087105A","Rectory Road","","Rectory Road","","U","361817","143755","2014-10-21T14:09:00","2014-07-14T15:18:19",0,"new"
"3600SOB21580","","900087105C","Rectory Road","","Rectory Road","","U","361787","143725","2014-10-21T14:09:00","2014-07-14T15:18:19",0,"new"
"3600SOB21658","","900087176A","Oakhill Primary School","","Oakhill Primary School","","U","363550","147332","2014-10-21T14:09:04","2014-07-14T15:18:18",0,"new"
